#C 2025 Widow Rockfish Update Assessment
#C file created using an r4ss function
#C file write time: 2025-12-03  10:11:21
#
1916 #_styr
2024 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
2 #_Nsexes
40 #_Nages
1 #_N_areas
9 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	BottomTrawl  	#_1
1	-1	1	1	0	MidwaterTrawl	#_2
1	-1	1	1	0	Hake         	#_3
1	-1	1	1	0	ignore1      	#_4
1	-1	1	1	0	ignore2      	#_5
3	 1	1	2	0	JuvSurvey    	#_6
3	 1	1	2	0	Triennial    	#_7
3	 1	1	2	0	WCGBTS       	#_8
3	 1	1	2	0	ForeignAtSea 	#_9
#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	        0	0.01	#_1         
 1916	1	1	    78.31	 0.1	#_2         
 1917	1	1	   121.85	 0.1	#_3         
 1918	1	1	  140.162	 0.1	#_4         
 1919	1	1	  96.7735	 0.1	#_5         
 1920	1	1	  99.0382	 0.1	#_6         
 1921	1	1	  82.0949	 0.1	#_7         
 1922	1	1	  71.2853	 0.1	#_8         
 1923	1	1	  78.3522	 0.1	#_9         
 1924	1	1	  50.4064	 0.1	#_10        
 1925	1	1	  62.4726	 0.1	#_11        
 1926	1	1	  94.9674	 0.1	#_12        
 1927	1	1	  78.8371	 0.1	#_13        
 1928	1	1	  89.7503	 0.1	#_14        
 1929	1	1	  87.3208	 0.1	#_15        
 1930	1	1	  113.101	 0.1	#_16        
 1931	1	1	  100.073	 0.1	#_17        
 1932	1	1	  100.213	 0.1	#_18        
 1933	1	1	  86.2964	 0.1	#_19        
 1934	1	1	   91.143	 0.1	#_20        
 1935	1	1	  98.0645	 0.1	#_21        
 1936	1	1	  109.681	 0.1	#_22        
 1937	1	1	  102.874	 0.1	#_23        
 1938	1	1	  82.9077	 0.1	#_24        
 1939	1	1	  75.9933	 0.1	#_25        
 1940	1	1	  120.617	 0.1	#_26        
 1941	1	1	   129.37	 0.1	#_27        
 1942	1	1	  145.094	 0.1	#_28        
 1943	1	1	   493.71	 0.1	#_29        
 1944	1	1	  965.471	 0.1	#_30        
 1945	1	1	  1635.31	 0.1	#_31        
 1946	1	1	  1169.54	 0.1	#_32        
 1947	1	1	  649.241	 0.1	#_33        
 1948	1	1	   484.57	 0.1	#_34        
 1949	1	1	  378.853	 0.1	#_35        
 1950	1	1	  432.355	 0.1	#_36        
 1951	1	1	  561.557	 0.1	#_37        
 1952	1	1	  553.828	 0.1	#_38        
 1953	1	1	  475.516	 0.1	#_39        
 1954	1	1	  453.571	 0.1	#_40        
 1955	1	1	  470.107	 0.1	#_41        
 1956	1	1	  610.384	 0.1	#_42        
 1957	1	1	   770.54	 0.1	#_43        
 1958	1	1	  712.815	 0.1	#_44        
 1959	1	1	  683.365	 0.1	#_45        
 1960	1	1	   822.63	 0.1	#_46        
 1961	1	1	  688.203	 0.1	#_47        
 1962	1	1	  770.558	 0.1	#_48        
 1963	1	1	  446.002	 0.1	#_49        
 1964	1	1	   611.04	 0.1	#_50        
 1965	1	1	  269.368	 0.1	#_51        
 1966	1	1	   4293.5	 0.1	#_52        
 1967	1	1	  4828.28	 0.1	#_53        
 1968	1	1	  2398.02	 0.1	#_54        
 1969	1	1	  849.074	 0.1	#_55        
 1970	1	1	   853.11	 0.1	#_56        
 1971	1	1	   1093.9	 0.1	#_57        
 1972	1	1	  922.032	 0.1	#_58        
 1973	1	1	  1162.69	 0.1	#_59        
 1974	1	1	  906.501	 0.1	#_60        
 1975	1	1	  845.951	 0.1	#_61        
 1976	1	1	  1197.66	 0.1	#_62        
 1977	1	1	  1043.99	 0.1	#_63        
 1978	1	1	  1425.63	 0.1	#_64        
 1979	1	1	   1880.3	 0.1	#_65        
 1980	1	1	  2924.23	 0.1	#_66        
 1981	1	1	  4994.45	 0.1	#_67        
 1982	1	1	  6278.39	 0.1	#_68        
 1983	1	1	  8560.93	 0.1	#_69        
 1984	1	1	  4396.86	 0.1	#_70        
 1985	1	1	  3851.95	 0.1	#_71        
 1986	1	1	  5174.16	 0.1	#_72        
 1987	1	1	  5875.02	 0.1	#_73        
 1988	1	1	  5381.67	 0.1	#_74        
 1989	1	1	  5913.61	 0.1	#_75        
 1990	1	1	  8079.19	 0.1	#_76        
 1991	1	1	  5796.48	 0.1	#_77        
 1992	1	1	   6158.8	 0.1	#_78        
 1993	1	1	  7995.77	 0.1	#_79        
 1994	1	1	  5387.43	 0.1	#_80        
 1995	1	1	   5684.7	 0.1	#_81        
 1996	1	1	  4979.79	 0.1	#_82        
 1997	1	1	  5213.18	 0.1	#_83        
 1998	1	1	  3616.46	 0.1	#_84        
 1999	1	1	   2271.9	 0.1	#_85        
 2000	1	1	  105.877	 0.1	#_86        
 2001	1	1	  72.5433	 0.1	#_87        
 2002	1	1	  20.3285	 0.1	#_88        
 2003	1	1	  6.13589	 0.1	#_89        
 2004	1	1	  13.9549	 0.1	#_90        
 2005	1	1	  8.67964	 0.1	#_91        
 2006	1	1	  9.75398	 0.1	#_92        
 2007	1	1	  32.9588	 0.1	#_93        
 2008	1	1	  8.06648	 0.1	#_94        
 2009	1	1	  26.1448	 0.1	#_95        
 2010	1	1	  24.8397	 0.1	#_96        
 2011	1	1	  22.2649	 0.1	#_97        
 2012	1	1	  46.1421	 0.1	#_98        
 2013	1	1	  56.7014	 0.1	#_99        
 2014	1	1	   84.968	 0.1	#_100       
 2015	1	1	  14.5635	 0.1	#_101       
 2016	1	1	  11.2925	 0.1	#_102       
 2017	1	1	  39.2538	 0.1	#_103       
 2018	1	1	  39.1503	 0.1	#_104       
 2019	1	1	  30.6469	 0.1	#_105       
 2020	1	1	  76.5859	 0.1	#_106       
 2021	1	1	  108.448	 0.1	#_107       
 2022	1	1	  136.362	 0.1	#_108       
 2023	1	1	  89.6501	 0.1	#_109       
 2024	1	1	  40.8738	 0.1	#_110       
 -999	1	2	        0	0.01	#_111       
 1916	1	2	        0	0.01	#_112       
 1917	1	2	        0	0.01	#_113       
 1918	1	2	        0	0.01	#_114       
 1919	1	2	        0	0.01	#_115       
 1920	1	2	        0	0.01	#_116       
 1921	1	2	        0	0.01	#_117       
 1922	1	2	        0	0.01	#_118       
 1923	1	2	        0	0.01	#_119       
 1924	1	2	        0	0.01	#_120       
 1925	1	2	        0	0.01	#_121       
 1926	1	2	        0	0.01	#_122       
 1927	1	2	        0	0.01	#_123       
 1928	1	2	        0	0.01	#_124       
 1929	1	2	        0	0.01	#_125       
 1930	1	2	        0	0.01	#_126       
 1931	1	2	        0	0.01	#_127       
 1932	1	2	        0	0.01	#_128       
 1933	1	2	        0	0.01	#_129       
 1934	1	2	0.0076276	 0.1	#_130       
 1935	1	2	        0	0.01	#_131       
 1936	1	2	        0	0.01	#_132       
 1937	1	2	        0	0.01	#_133       
 1938	1	2	        0	0.01	#_134       
 1939	1	2	        0	0.01	#_135       
 1940	1	2	        0	0.01	#_136       
 1941	1	2	        0	0.01	#_137       
 1942	1	2	        0	0.01	#_138       
 1943	1	2	        0	0.01	#_139       
 1944	1	2	        0	0.01	#_140       
 1945	1	2	        0	0.01	#_141       
 1946	1	2	        0	0.01	#_142       
 1947	1	2	        0	0.01	#_143       
 1948	1	2	        0	0.01	#_144       
 1949	1	2	  1.85649	 0.1	#_145       
 1950	1	2	        0	0.01	#_146       
 1951	1	2	        0	0.01	#_147       
 1952	1	2	        0	0.01	#_148       
 1953	1	2	        0	0.01	#_149       
 1954	1	2	        0	0.01	#_150       
 1955	1	2	        0	0.01	#_151       
 1956	1	2	        0	0.01	#_152       
 1957	1	2	        0	0.01	#_153       
 1958	1	2	        0	0.01	#_154       
 1959	1	2	        0	0.01	#_155       
 1960	1	2	        0	0.01	#_156       
 1961	1	2	        0	0.01	#_157       
 1962	1	2	        0	0.01	#_158       
 1963	1	2	        0	0.01	#_159       
 1964	1	2	        0	0.01	#_160       
 1965	1	2	        0	0.01	#_161       
 1966	1	2	        0	0.01	#_162       
 1967	1	2	        0	0.01	#_163       
 1968	1	2	        0	0.01	#_164       
 1969	1	2	        0	0.01	#_165       
 1970	1	2	        0	0.01	#_166       
 1971	1	2	        0	0.01	#_167       
 1972	1	2	        0	0.01	#_168       
 1973	1	2	        0	0.01	#_169       
 1974	1	2	        0	0.01	#_170       
 1975	1	2	        0	0.01	#_171       
 1976	1	2	        0	0.01	#_172       
 1977	1	2	        0	0.01	#_173       
 1978	1	2	        0	0.01	#_174       
 1979	1	2	  7572.72	 0.1	#_175       
 1980	1	2	  18710.2	 0.1	#_176       
 1981	1	2	  23021.7	 0.1	#_177       
 1982	1	2	  26022.4	 0.1	#_178       
 1983	1	2	  4359.03	 0.1	#_179       
 1984	1	2	  8198.23	 0.1	#_180       
 1985	1	2	  7499.95	 0.1	#_181       
 1986	1	2	  6960.55	 0.1	#_182       
 1987	1	2	  10426.3	 0.1	#_183       
 1988	1	2	  7790.89	 0.1	#_184       
 1989	1	2	  9891.12	 0.1	#_185       
 1990	1	2	  5191.16	 0.1	#_186       
 1991	1	2	  2406.37	 0.1	#_187       
 1992	1	2	   1731.3	 0.1	#_188       
 1993	1	2	  2673.55	 0.1	#_189       
 1994	1	2	  2539.56	 0.1	#_190       
 1995	1	2	  2689.78	 0.1	#_191       
 1996	1	2	  2244.02	 0.1	#_192       
 1997	1	2	  2870.95	 0.1	#_193       
 1998	1	2	  1051.01	 0.1	#_194       
 1999	1	2	  2404.62	 0.1	#_195       
 2000	1	2	  4283.68	 0.1	#_196       
 2001	1	2	  1983.19	 0.1	#_197       
 2002	1	2	  252.731	 0.1	#_198       
 2003	1	2	  14.1331	 0.1	#_199       
 2004	1	2	  37.1653	 0.1	#_200       
 2005	1	2	  46.3666	 0.1	#_201       
 2006	1	2	  46.9502	 0.1	#_202       
 2007	1	2	  23.6137	 0.1	#_203       
 2008	1	2	  79.0865	 0.1	#_204       
 2009	1	2	  95.8819	 0.1	#_205       
 2010	1	2	  71.9951	 0.1	#_206       
 2011	1	2	  59.7631	 0.1	#_207       
 2012	1	2	  62.3403	 0.1	#_208       
 2013	1	2	  268.454	 0.1	#_209       
 2014	1	2	  330.896	 0.1	#_210       
 2015	1	2	  480.079	 0.1	#_211       
 2016	1	2	   589.56	 0.1	#_212       
 2017	1	2	  4861.85	 0.1	#_213       
 2018	1	2	  9411.53	 0.1	#_214       
 2019	1	2	   8177.4	 0.1	#_215       
 2020	1	2	  7577.69	 0.1	#_216       
 2021	1	2	  10147.9	 0.1	#_217       
 2022	1	2	  10860.9	 0.1	#_218       
 2023	1	2	  10234.1	 0.1	#_219       
 2024	1	2	  9172.06	 0.1	#_220       
 -999	1	3	        0	0.01	#_221       
 1916	1	3	        0	0.01	#_222       
 1917	1	3	        0	0.01	#_223       
 1918	1	3	        0	0.01	#_224       
 1919	1	3	        0	0.01	#_225       
 1920	1	3	        0	0.01	#_226       
 1921	1	3	        0	0.01	#_227       
 1922	1	3	        0	0.01	#_228       
 1923	1	3	        0	0.01	#_229       
 1924	1	3	        0	0.01	#_230       
 1925	1	3	        0	0.01	#_231       
 1926	1	3	        0	0.01	#_232       
 1927	1	3	        0	0.01	#_233       
 1928	1	3	        0	0.01	#_234       
 1929	1	3	        0	0.01	#_235       
 1930	1	3	        0	0.01	#_236       
 1931	1	3	        0	0.01	#_237       
 1932	1	3	        0	0.01	#_238       
 1933	1	3	        0	0.01	#_239       
 1934	1	3	        0	0.01	#_240       
 1935	1	3	        0	0.01	#_241       
 1936	1	3	        0	0.01	#_242       
 1937	1	3	        0	0.01	#_243       
 1938	1	3	        0	0.01	#_244       
 1939	1	3	        0	0.01	#_245       
 1940	1	3	        0	0.01	#_246       
 1941	1	3	        0	0.01	#_247       
 1942	1	3	        0	0.01	#_248       
 1943	1	3	        0	0.01	#_249       
 1944	1	3	        0	0.01	#_250       
 1945	1	3	        0	0.01	#_251       
 1946	1	3	        0	0.01	#_252       
 1947	1	3	        0	0.01	#_253       
 1948	1	3	        0	0.01	#_254       
 1949	1	3	        0	0.01	#_255       
 1950	1	3	        0	0.01	#_256       
 1951	1	3	        0	0.01	#_257       
 1952	1	3	        0	0.01	#_258       
 1953	1	3	        0	0.01	#_259       
 1954	1	3	        0	0.01	#_260       
 1955	1	3	        0	0.01	#_261       
 1956	1	3	        0	0.01	#_262       
 1957	1	3	        0	0.01	#_263       
 1958	1	3	        0	0.01	#_264       
 1959	1	3	        0	0.01	#_265       
